ISSN	REVISTA	QUALIS	AREA	OBS
1687-4110	Journal of Nanomaterials (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1533-4880	Journal of Nanoscience and Nanotechnology (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0894-3230	Journal of Physical Organic Chemistry (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-3697	Journal of Physics and Chemistry of Solids	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0887-6266	Journal of Polymer Science. Part B, Polymer Physics	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1566-2543	Journal of Polymers and the Environment	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1088-4246	Journal of Porphyrins and Phthalocyanines	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0928-0707	Journal of Sol-Gel Science and Technology	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0103-5053	Journal of the Brazilian Chemical Society (Impresso)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1553-1813	Journal of Vacuum Science & Technology. A, International Journal Devoted to Vacuum, Surfaces, and Films	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0219-1377	Knowledge and Information Systems (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1054-660X	Laser Physics	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1522-7235	Luminescence (Chichester, England Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1022-1344	Macromolecular Theory and Simulations	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1044-5803	Materials Characterization	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0921-5107	Materials Science & Engineering. B, Solid-State Materials for Advanced Technology	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0957-0233	Measurement Science & Technology (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0074-0276	Memórias do Instituto Oswaldo Cruz (Impresso)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0882-4010	Microbial Pathogenesis	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0217-7323	Modern Physics Letters A	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0892-7022	Molecular Simulation (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1420-3049	Molecules (Basel. Online)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1793-2920	Nano (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0924-090X	Nonlinear Dynamics	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1023-5809	Nonlinear Processes in Geophysics	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0030-3992	Optics and Laser Technology	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0143-8166	Optics and Lasers in Engineering	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1674-2001	Particuology	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0141-1594	Phase Transitions (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1478-6435	Philosophical Magazine (2003. Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0950-0839	Philosophical Magazine Letters (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1549-5418	Photomedicine and Laser Surgery	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0031-8949	Physica Scripta (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1862-6300	Physica Status Solidi. A, Applications and Materials Science (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0370-1972	Physica Status Solidi. B, Basic Research	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0921-4534	Physica. C, Superconductivity (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0170-0839	Polymer Bulletin (Berlin. Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0178-8051	Probability Theory and Related Fields	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0929-8665	Protein and Peptide Letters	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1350-4487	Radiation Measurements	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0921-3449	Resources, Conservation and Recycling	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0034-6748	Review of Scientific Instruments	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0129-055X	Reviews in Mathematical Physics	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0300-9475	Scandinavian Journal of Immunology (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0161-0457	Scanning	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0138-9130	Scientometrics (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0268-1242	Semiconductor Science and Technology (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0361-5995	Soil Science Society of America Journal	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0038-1101	Solid-State Electronics	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0749-6036	Superlattices and Microstructures	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0003-004X	The American Mineralogist	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0177-798X	Theoretical and Applied Climatology	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0303-4216	Topics in Applied Physics	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
1539-1663	Vadose Zone Journal	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0049-6979	Water, Air and Soil Pollution (Print)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0043-1648	Wear (Lausanne)	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0049-8246	X-Ray Spectrometry	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0044-2968	Zeitschrift fur Kristallographie	B3	ASTRONOMIA / FÍSICA	Atualizada em 2012
0108-2701	Acta Crystallographica. Section C, Crystal Structure Communications	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1146-609X	Acta Oecologica (Montrouge)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0219-5259	Advances in Complex Systems	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0273-1177	Advances in Space Research	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1424-0637	Annales Henri Poincaré (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0306-4549	Annals of Nuclear Energy	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0937-9347	Applied Magnetic Resonance	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0096-3003	Applied Mathematics and Computation	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0969-8043	Applied Radiation and Isotopes	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0303-2647	Biosystems (Amsterdam. Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0008-4204	Canadian Journal of Physics (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1009-9271	Chinese Journal of Astronomy and Astrophysics	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0256-307X	Chinese Physics Letters	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0009-8558	Clay Minerals (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1076-2787	Complexity (New York, N.Y.)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1420-0597	Computational Geosciences (Amsterdam)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0885-2308	Computer Speech & Language (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0232-1300	Crystal Research and Technology (1981)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0363-9045	Drug Development and Industrial Pharmacy (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1343-8832	Earth, Planets and Space	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1099-4300	Entropy (Basel. Online)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1286-0042	EPJ. Applied Physics (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0956-7925	European Journal of Applied Mathematics (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0997-7546	European Journal of Mechanics. B, Fluids	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1612-4642	European Journal of Wildlife Research (2004. Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0731-5171	Ferroelectrics. Letters Section (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0015-9018	Foundations of Physics	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0304-3843	Hyperfine Interactions	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0018-9464	IEEE Transactions on Magnetics	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1473-5504	International Journal of Astrobiology (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1862-5282	International Journal of Materials Research	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0129-1831	International Journal of Modern Physics C	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0218-3013	International Journal of Modern Physics E	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1475-7435	International Journal of Nanotechnology	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0377-0427	Journal of Computational and Applied Mathematics	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1546-1955	Journal of Computational and Theoretical Nanoscience	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1040-7294	Journal of Dynamics and Differential Equations	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0920-5071	Journal of Electromagnetic Waves and Applications (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0304-3886	Journal of Electrostatics	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1475-6366	Journal of Enzyme Inhibition and Medicinal Chemistry (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0957-4522	Journal of Materials Science. Materials in Electronics	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-3778	Journal of Plasma Physics (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-460X	Journal of Sound and Vibration	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1557-1939	Journal of Superconductivity and Novel Magnetism	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0932-8092	Machine Vision and Applications	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0749-1581	Magnetic Resonance in Chemistry	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0267-0836	Materials Science and Technology	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0895-7177	Mathematical and Computer Modelling	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0263-2241	Measurement (London. Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0946-7076	Microsystem Technologies	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0925-2312	Neurocomputing (Amsterdam)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0362-546X	Nonlinear Analysis	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0167-8655	Pattern Recognition Letters	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0921-4526	Physica. B, Condensed Matter (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1386-9477	Physica. E, Low-Dimensional Systems and Nanostructures (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1063-7796	Physics of Particles and Nuclei	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1063-7834	Physics of the Solid State	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1063-780X	Plasma Physics Reports	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0272-8397	Polymer Composites	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0032-3888	Polymer Engineering and Science	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0149-1970	Progress in Nuclear Energy (New Series)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1046-5928	Protein Expression and Purification (Print)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0100-4042	Química Nova (Impresso)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0969-806X	Radiation Physics and Chemistry (1993)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0144-8420	Radiation Protection Dosimetry	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0034-4877	Reports on Mathematical Physics	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0040-5779	Theoretical and Mathematical Physics	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1431-7613	Theory in Biosciences	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0042-207X	Vacuum (Oxford)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0959-3993	World Journal of Microbiology & Biotechnology	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0044-2313	Zeitschrift fur Anorganische und Allgemeine Chemie (1950)	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
0932-0784	Zeitschrift fur Naturforschung. A, A journal of Physical Sciences	B4	ASTRONOMIA / FÍSICA	Atualizada em 2012
1063-7710	Acoustical Physics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1600-5368	Acta Crystallographica. Section E	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1744-3091	Acta Crystallographica. Section F	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0001-5970	Acta Mechanica	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0894-9166	Acta Mechanica Solida Sinica	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1219-7580	Acta Physica Hungarica. Heavy Ion Physics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0587-4246	Acta Physica Polonica. A	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0587-4254	Acta Physica Polonica. B	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1899-2358	Acta Physica Polonica. B, Proceedings Supplement	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1743-6753	Advances in Applied Ceramics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0188-7009	Advances in Applied Clifford Algebras	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0893-9659	Applied Mathematics Letters	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1063-7729	Astronomy Reports (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0571-7256	Astrophysics (New York)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0366-3175	Boletín de la Sociedad Española de Cerámica y Vidrio	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1516-8913	Brazilian Archives of Biology and Technology (Impresso)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0104-6632	Brazilian Journal of Chemical Engineering (Impresso)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1517-8382	Brazilian Journal of Microbiology (Impresso)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1895-1082	Central European Journal of Physics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1674-1137	Chinese Physics C, High Energy Physics and Nuclear Physics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0253-6102	Communications in Theoretical Physics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0895-6111	Computerized Medical Imaging and Graphics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0010-9525	Cosmic Research	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0011-1643	Croatica Chemica Acta	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1063-7745	Crystallography Reports (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1531-3492	Discrete and Continuous Dynamical Systems. Series B	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1618-7229	E-Polymers	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0167-9295	Earth, Moon, and Planets	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1687-6172	EURASIP Journal on Advances in Signal Processing (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1753-3546	European Journal of Glass Science and Technology. Part A, Glass Technology (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1753-3562	European Journal of Glass Science and Technology. Part B, Physics and Chemistry of Glasses. (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0015-0193	Ferroelectrics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0177-7963	Few-Body Systems	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0146-8030	Fiber and Integrated Optics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0218-348X	Fractals (Singapore)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1536-383X	Fullerenes, Nanotubes, and Carbon Nanostructures	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1415-4757	Genetics and Molecular Biology (Impresso)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1676-5680	Genetics and Molecular Research	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0202-2893	Gravitation & Cosmology (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0018-9359	IEEE Transactions on Education	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1751-8725	IET Microwaves, Antennas & Propagation (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1594-9982	Il Nuovo Cimento della Società Italiana di Fisica. B (Testo stampato)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1124-1896	Il Nuovo Cimento della Società Italiana di Fisica. C. Geophysics and Space Physics (Testo stampato)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0019-5596	Indian Journal of Pure & Applied Physics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1058-4587	Integrated Ferroelectrics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1383-5416	International Journal of Applied Electromagnetics and Mechanics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0218-1274	International Journal of Bifurcation and Chaos in Applied Sciences and Engineering	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0376-9429	International Journal of Fracture (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0219-8878	International Journal of Geometric Methods in Modern Physics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0195-9271	International Journal of Infrared and Millimeter Waves	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0217-9792	International Journal of Modern Physics B	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0218-0014	International Journal of Pattern Recognition and Artificial Intelligence	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0091-4037	International Journal of Polymeric Materials (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0219-7499	International Journal of Quantum Information	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0020-7748	International Journal of Theoretical Physics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0195-928X	International Journal of Thermophysics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1741-5977	Inverse Problems in Science & Engineering (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0021-9037	Journal of Applied Spectroscopy	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0250-6335	Journal of Astrophysics and Astronomy	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1074-1542	Journal of Chemical Crystallography	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0749-0208	Journal of Coastal Research	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-0833	Journal of Engineering Mathematics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0393-0440	Journal of Geometry and Physics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-2267	Journal of Linguistics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-247X	Journal of Mathematical Analysis and Applications (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1402-9251	Journal of Nonlinear Mathematical Physics (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-3131	Journal of Nuclear Science and Technology	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1454-4164	Journal of Optoelectronics and Advanced Materials (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0236-5731	Journal of Radioanalytical and Nuclear Chemistry (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1071-2836	Journal of Russian Laser Research	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1570-1808	Letters in Drug Design & Discovery	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1570-1786	Letters in Organic Chemistry	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1063-777X	Low Temperature Physics (Woodbury, N.Y., Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0960-3409	Materials at High Temperatures	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1516-1439	Materials Research (São Carlos. Impresso)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1369-8001	Materials Science in Semiconductor Processing	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1385-0172	Mathematical Physics, Analysis and Geometry	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1024-123X	Mathematical Problems in Engineering (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0378-4754	Mathematics and Computers in Simulation (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0895-2477	Microwave and Optical Technology Letters (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0217-9849	Modern Physics Letters B	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1542-1406	Molecular Crystals and Liquid Crystals (Philadelphia, Pa. : 2003)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0029-5639	Nuclear Science and Engineering	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0306-8919	Optical and Quantum Electronics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0091-3286	Optical Engineering (Bellingham. Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0030-400X	Optics and Spectroscopy (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0030-4026	Optik (Stuttgart)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0100-204X	Pesquisa Agropecuária Brasileira (1977. Impressa)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1063-7788	Physics of Atomic Nuclei (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0953-8585	Physics World	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0735-9640	Plant Molecular Biology Reporter	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1051-9998	Plasma Devices and Operations (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0885-7156	Powder Diffraction	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0304-4289	Pramana (Bangalore)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0954-4054	Proceedings of the Institution of Mechanical Engineers. Part B, Journal of Engineering Manufacture	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0375-9687	Progress of Theoretical Physics. Supplement	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0033-5606	Quarterly Journal of Mathematics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1042-0150	Radiation Effects and Defects in Solids (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1042-9832	Random Structures & Algorithms (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1606-5131	Reviews on Advanced Materials Science (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0100-0683	Revista Brasileira de Ciência do Solo (Impresso)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1806-1117	Revista Brasileira de Ensino de Física (Impresso)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0035-001X	Revista Mexicana de Física	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1064-8887	Russian Physics Journal	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1546-198X	Sensor Letters (print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0038-0946	Solar System Research	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0038-7010	Spectroscopy Letters (Print)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1754-0925	Surface Coatings International (2007)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0267-0844	Surface Engineering	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0218-625X	Surface Review and Letters	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1279-8517	Surgical and Radiologic Anatomy (Online)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1815-0659	Symmetry, Integrability and Geometry: Methods and Applications	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1951-6355	The European Physical Journal. Special Topics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0021-9142	The Journal of the Astronautical Sciences	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0035-7596	The Rocky Mountain Journal of Mathematics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0340-4285	Transition Metal Chemistry (Weinheim)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0041-1345	Transplantation Proceedings	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1816-7950	Water SA (Online)	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0932-0776	Zeitschrift fur Naturforschung. B, A Journal of Chemical Sciences	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0939-5075	Zeitschrift fur Naturforschung. C, A Journal of Biosciences	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
0577-9073	Zhongguó Wùli Xuékan / Chinese Journal of Physics	B5	ASTRONOMIA / FÍSICA	Atualizada em 2012
1983-6422	A Física na Escola (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2175-3148	ABPI em Revista	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0258-2678	Acción Crítica	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0139-3006	Acta Alimentaria: An International Journal of Food Science	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0044-5967	Acta Amazonica (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0102-3306	Acta Botanica Brasílica (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0102-8650	Acta Cirúrgica Brasileira (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0326-2383	Acta Farmacéutica Bonaerense	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0353-8109	Acta Informatica Medica (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1210-2709	Acta Polytechnica	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1806-2563	Acta Scientiarum. Technology (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1518-0204	Activity Report (Laboratório Nacional de Luz Síncrotron)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1313-1311	Advanced Studies in Theoretical Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1687-7969	Advances in Astronomy	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1687-8108	Advances in Condensed Matter Physics (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
